Keyword,Volume,Trend,Growth %,SEO Score,Competition,Avg CPC,Branded,Topics,Aug 2022,Sep 2022,Oct 2022,Nov 2022,Dec 2022,Jan 2023,Feb 2023,Mar 2023,Apr 2023,May 2023,Jun 2023,Jul 2023,Aug 2023,Sep 2023,Oct 2023,Nov 2023,Dec 2023,Jan 2024,Feb 2024,Mar 2024,Apr 2024,May 2024,Jun 2024,Jul 2024,Aug 2024,Sep 2024,Oct 2024,Nov 2024,Dec 2024,Jan 2025,Feb 2025,Mar 2025,Apr 2025,May 2025,Jun 2025,Jul 2025,Aug 2025,Sep 2025,Oct 2025,Nov 2025,Dec 2025,Jan 2026,Feb 2026,Mar 2026,Apr 2026,May 2026,Jun 2026,Jul 2026
"ai add to photo",1000,"declining -32%","-32%",23,"0.55","$0.01",No,"Contains: to photo · Contains: add to photo · Length: Body (3–4 words) · Seasonality: Evergreen",10,10,20,20,40,50,50,90,110,140,320,260,320,320,390,480,590,480,390,480,480,480,590,590,590,590,720,720,880,720,720,880,880,880,880,880,720,1000,1300,1300,1600,1300,880,1000,720,880,590,590
"bulk add watermark to photos",20,"declining -40%","-40%",17,"0.25","$0.01",No,"Contains: add watermark to · Contains: watermark to photos · Length: Long tail (5+ words) · Seasonality: Evergreen",50,50,70,40,40,70,50,70,70,90,70,70,70,70,90,70,70,70,70,70,70,50,70,50,40,70,50,70,70,50,50,50,50,40,50,50,30,40,30,20,10,30,20,20,20,20,20,20
"download photos from google photos",2900,"growing 96%","+96%",58,"0","$0.01",No,"Contains: google photos · Length: Long tail (5+ words) · Seasonality: Evergreen",3600,2900,2900,2900,2900,3600,2900,2900,2900,2900,2900,3600,2900,2900,2900,2900,3600,3600,2900,2900,2900,2900,2900,3600,3600,3600,2900,2900,2900,2900,2400,2400,1900,2400,2400,1900,1900,2400,2400,1900,2400,2900,2900,4400,1900,2900,6600,3600
"batch photo editor free",210,"growing 25%","+25%",26,"0.34","$0.01",No,"Contains: photo editor free · Length: Body (3–4 words) · Seasonality: Evergreen",210,210,260,260,260,320,260,320,390,320,320,320,480,590,720,320,320,260,170,260,260,320,320,210,210,260,210,170,260,210,260,320,260,320,210,210,210,210,210,210,210,210,170,210,210,260,320,210
"image bulk",1000,"stable -9%","-9%",50,"0.01","$0.01",No,"Length: Head (1–2 words) · Seasonality: Evergreen",880,880,880,720,880,880,880,1000,1000,880,880,1000,1000,1000,1000,1000,1000,1000,1000,880,880,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1300,1000,1300,1000,1000,1000,1000,1000,1300,1000,1000,1000,1000
"ai upload image",1600,"declining -48%","-48%",31,"0.42","$0.01",No,"Length: Body (3–4 words) · Seasonality: Evergreen",30,40,90,90,390,260,390,480,720,720,720,720,590,720,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1300,1900,1900,1900,1600,1600,1900,2400,1900,1900,1600,1600,2400,1900,2400,1900,1600,1300,1600,1600,1300,880,880
"image to image ai free",18100,"growing 67%","+67%",58,"0.18","$0.00",No,"Length: Long tail (5+ words) · Seasonality: Evergreen",10,10,50,50,110,210,260,480,720,1000,1900,2400,2900,2400,3600,3600,3600,5400,5400,6600,6600,6600,6600,6600,6600,6600,6600,5400,5400,5400,5400,8100,8100,6600,8100,9900,8100,12100,14800,14800,18100,22200,22200,22200,22200,22200,18100,18100
"photo ai tools",1900,"stable 17%","+17%",44,"0.2","$0.00",No,"Length: Body (3–4 words) · Seasonality: Peaks in October",20,40,50,70,140,260,480,590,880,1000,1600,1600,1600,1600,1300,1000,1300,1300,1000,1000,880,720,720,590,590,590,6600,4400,2400,2900,1900,1900,1300,880,1000,1000,1000,1900,2400,3600,2400,1000,880,880,480,2400,2900,880
"photo to add photo",70,"stable -15%","-15%",28,"0.09","$0.00",No,"Contains: photo to · Contains: add photo · Length: Body (3–4 words) · Seasonality: Evergreen",20,20,20,20,40,30,30,30,30,20,50,30,50,30,50,40,30,70,30,70,50,70,50,40,50,70,50,70,70,90,70,90,70,90,90,70,110,70,90,70,70,90,70,70,70,70,70,90
"tool photos",1900,"stable -6%","-6%",54,"0.01","$0.00",No,"Length: Head (1–2 words) · Seasonality: Peaks in October",1000,1600,2400,1900,1300,1300,1300,1300,1300,1300,1300,1300,1600,1600,3600,2400,1300,1600,1600,1300,1300,1600,1600,1600,1300,1600,3600,2400,1600,1600,1600,1600,1600,1600,1600,1900,1600,1600,1900,1900,1900,1900,1900,1900,1600,1600,1600,1600
"add watermark to photos in bulk",20,"declining -25%","-25%",15,"0.31","$0.00",No,"Contains: add watermark to · Contains: watermark to photos · Length: Long tail (5+ words) · Seasonality: Evergreen",50,50,50,70,30,30,30,40,70,70,90,70,90,70,90,70,50,50,50,50,50,40,50,50,50,50,40,30,10,20,20,30,30,20,30,20,30,20,30,20,40,20,10,10,20,20,20,20
"image exif",1000,"declining -27%","-27%",50,"0.01","$0.00",No,"Length: Head (1–2 words) · Seasonality: Evergreen",1300,1300,1300,1300,1000,1300,1300,1300,1300,1300,1000,1000,1000,1300,1300,1300,1000,1000,1300,1300,1300,1300,1300,1000,1300,1000,1300,1300,1000,1300,1300,1300,1300,1300,1000,1000,1000,1300,1300,1000,1000,1000,1000,1000,1000,880,880,880
"batch watermark photos",140,"declining -24%","-24%",26,"0.28","$0.01",No,"Length: Body (3–4 words) · Seasonality: Evergreen",260,210,210,210,170,170,170,210,210,390,210,210,320,320,480,260,260,210,260,210,260,210,210,210,210,170,170,210,210,170,170,170,170,170,140,140,170,170,170,140,170,110,110,170,140,110,170,110
"photo photos",3600,"declining -37%","-37%",55,"0.08","$0.01",No,"Length: Head (1–2 words) · Seasonality: Evergreen",4400,4400,4400,4400,4400,4400,3600,4400,4400,3600,3600,3600,3600,4400,4400,4400,3600,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,3600,3600,4400,3600,3600,4400,4400,3600,3600,4400,5400,4400,3600,3600,4400,4400,3600,3600,3600,2900,2400
"photo add to photo",140,"stable -7%","-7%",33,"0.08","$0.00",No,"Contains: to photo · Contains: add to photo · Length: Body (3–4 words) · Seasonality: Evergreen",110,90,70,110,140,90,110,90,90,90,90,140,90,70,110,90,70,90,90,110,170,90,90,110,140,110,140,110,140,140,110,140,140,170,170,170,170,140,140,170,170,140,140,140,170,140,140,140
"photo to add",20,"growing 33%","+33%",21,"0.04","N/A",No,"Contains: photo to · Length: Body (3–4 words) · Seasonality: Evergreen",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,10,20,10,10,10,10,10,10,20,20,10,10,10,20,10,30,20,30,30,10,20,30,30,30,20
"photo add on photo",480,"declining -39%","-39%",42,"0.06","$0.00",No,"Length: Body (3–4 words) · Seasonality: Evergreen",70,70,70,90,70,90,50,90,70,90,70,90,90,90,70,90,90,110,110,110,110,110,110,170,170,210,320,390,720,880,880,1000,880,720,480,480,480,720,590,590,390,590,480,480,390,390,320,390
"photo add in photo",480,"stable -18%","-18%",42,"0.07","$0.00",No,"Length: Body (3–4 words) · Seasonality: Evergreen",70,70,90,70,90,90,90,110,90,90,140,110,170,140,110,170,210,260,480,590,480,590,590,590,480,390,590,480,590,590,390,480,590,590,720,880,880,720,320,480,720,480,480,260,390,390,590,590
"exif photo location",30,"declining -47%","-47%",25,"0","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",90,40,50,70,70,110,90,70,90,50,110,90,90,70,50,40,40,50,50,50,50,40,50,40,40,30,50,40,50,40,40,50,50,40,40,50,40,40,70,20,30,40,30,30,20,30,20,30
"bulk photo upload",20,"declining -29%","-29%",13,"0.39","$0.01",No,"Length: Body (3–4 words) · Seasonality: Evergreen",10,20,10,10,20,10,30,20,20,10,30,30,20,20,10,10,10,30,10,20,20,20,20,30,30,20,20,20,20,20,20,20,10,20,20,10,20,20,30,20,20,20,10,20,10,10,20,20
"add photo to",70,"stable 10%","+10%",29,"0.05","$0.00",No,"Contains: photo to · Contains: add photo · Contains: add photo to · Length: Body (3–4 words) · Seasonality: Evergreen",70,70,50,50,90,90,50,50,70,70,70,50,50,70,70,70,70,90,70,50,90,90,70,50,70,70,70,70,50,90,70,90,50,70,70,90,70,70,70,70,50,70,40,70,50,70,70,90
"add gps location to photo",590,"growing 87%","+87%",42,"0.09","$0.00",No,"Contains: to photo · Length: Long tail (5+ words) · Seasonality: Evergreen",170,140,170,170,170,210,210,260,210,210,320,210,320,390,320,320,260,210,170,260,320,260,320,260,320,260,260,320,390,390,390,390,390,390,480,480,390,390,390,480,590,590,590,590,390,590,720,880
"free ka photo",90,"declining -24%","-24%",33,"0","N/A",No,"Length: Body (3–4 words) · Seasonality: Peaks in August",390,390,210,170,170,170,170,170,210,210,210,170,260,170,210,110,140,140,140,140,170,140,140,170,140,110,110,90,110,110,90,110,90,110,140,110,110,110,110,110,110,110,90,110,70,110,70,70
"free photo editor tool",18100,"declining -28%","-28%",48,"0.33","$0.01",No,"Length: Body (3–4 words) · Seasonality: Evergreen",27100,27100,27100,27100,33100,33100,27100,33100,27100,27100,27100,27100,27100,27100,27100,27100,27100,27100,27100,27100,27100,27100,33100,27100,22200,33100,49500,33100,27100,40500,22200,27100,27100,22200,22200,22200,22200,22200,18100,18100,14800,14800,12100,14800,14800,12100,18100,14800
"process photos",720,"stable -12%","-12%",46,"0.04","$0.01",No,"Length: Head (1–2 words) · Seasonality: Evergreen",590,720,590,590,590,590,590,720,590,590,590,590,720,720,720,720,880,720,720,720,720,720,590,720,720,720,880,720,720,720,720,720,720,720,720,720,720,720,720,720,590,720,590,590,590,720,590,590
"photo to ai free",210,"declining -62%","-62%",22,"0.44","$0.00",No,"Contains: photo to · Contains: photo to ai · Length: Body (3–4 words) · Seasonality: Evergreen",10,10,10,10,110,70,110,110,110,210,210,210,260,260,260,260,260,260,320,260,210,260,260,210,210,260,210,260,320,390,320,590,480,320,260,260,210,320,390,320,480,210,170,170,110,170,90,90
"photo with ai",880,"declining -26%","-26%",26,"0.48","$0.00",No,"Length: Body (3–4 words) · Seasonality: Evergreen",50,70,90,110,590,390,320,390,480,590,720,720,720,720,880,880,880,880,880,880,880,880,1000,1000,880,880,880,880,720,880,880,1000,720,590,720,590,480,1300,1000,880,880,880,720,880,720,880,590,590
"free tool images",170,"declining -29%","-29%",36,"0.03","$0.01",No,"Length: Body (3–4 words) · Seasonality: Evergreen",260,210,210,210,210,320,260,320,320,260,320,260,320,320,390,390,320,390,390,320,320,320,320,260,260,260,260,210,210,260,210,260,210,170,210,210,210,260,210,170,170,210,170,170,140,140,170,170
"photo into photo",40500,"stable -18%","-18%",74,"0.03","$0.01",No,"Length: Body (3–4 words) · Seasonality: Evergreen",110000,110000,110000,90500,90500,90500,90500,90500,90500,74000,74000,74000,74000,74000,74000,74000,74000,90500,74000,74000,74000,74000,74000,90500,49500,49500,49500,40500,40500,40500,40500,49500,40500,40500,40500,40500,49500,49500,40500,40500,40500,40500,33100,40500,33100,40500,40500,33100
"add your photos",390,"growing 69%","+69%",43,"0","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",90,110,70,70,70,140,170,140,140,210,210,110,140,90,90,110,140,210,170,110,110,210,140,170,140,110,110,90,140,90,70,90,70,170,140,140,210,320,320,320,390,390,320,320,320,480,480,480
"to add photo",70,"stable 10%","+10%",29,"0.05","$0.00",No,"Contains: add photo · Length: Body (3–4 words) · Seasonality: Evergreen",70,70,50,50,90,90,50,50,70,70,70,50,50,70,70,70,70,90,70,50,90,90,70,50,70,70,70,70,50,90,70,90,50,70,70,90,70,70,70,70,50,70,40,70,50,70,70,90
"ai free photo",1000,"stable -6%","-6%",35,"0.31","$0.00",No,"Length: Body (3–4 words) · Seasonality: Evergreen",40,30,40,40,210,140,170,210,260,320,320,480,480,590,720,720,720,720,720,720,720,720,590,480,590,720,720,720,720,720,590,880,720,590,590,590,480,1000,1600,1300,1600,1000,880,880,880,880,1000,1000
"use photos",5400,"stable -13%","-13%",62,"0","$0.00",No,"Length: Head (1–2 words) · Seasonality: Evergreen",5400,5400,5400,5400,5400,5400,5400,5400,5400,6600,5400,5400,5400,5400,5400,6600,5400,6600,6600,6600,6600,6600,5400,6600,5400,6600,6600,6600,6600,6600,5400,6600,6600,6600,5400,5400,5400,6600,6600,5400,6600,5400,5400,5400,5400,5400,5400,5400
"batch photo download",20,"stable -13%","-13%",22,"0.01","N/A",No,"Length: Body (3–4 words) · Seasonality: Peaks in November",90,50,30,40,30,30,40,30,50,30,30,30,40,210,30,1000,30,30,30,30,40,30,50,40,50,30,30,50,30,50,40,30,40,20,40,40,30,20,30,30,30,30,20,20,20,20,20,30
"add to photo",9900,"growing 22%","+22%",65,"0.03","$0.00",No,"Contains: to photo · Contains: add to photo · Length: Body (3–4 words) · Seasonality: Evergreen",5400,4400,5400,6600,6600,8100,6600,8100,8100,8100,6600,8100,8100,6600,6600,6600,6600,6600,6600,6600,5400,6600,6600,6600,8100,8100,8100,6600,8100,8100,6600,8100,6600,6600,6600,8100,8100,9900,8100,8100,8100,9900,8100,8100,8100,9900,9900,12100
"image batch",110,"stable 0%","0%",33,"0.02","N/A",No,"Length: Head (1–2 words) · Seasonality: Evergreen",140,170,170,210,140,210,210,170,170,170,140,140,170,210,170,320,170,170,210,140,170,170,170,140,110,90,210,140,140,170,140,140,170,170,110,110,90,110,110,110,110,110,110,140,140,110,90,110
"photo back",368000,"stable -18%","-18%",87,"0.06","$0.00",No,"Length: Head (1–2 words) · Seasonality: Evergreen",673000,673000,673000,673000,673000,823000,673000,823000,823000,673000,673000,673000,673000,673000,550000,550000,550000,673000,550000,550000,550000,550000,450000,450000,450000,450000,450000,368000,368000,450000,450000,368000,368000,368000,368000,450000,450000,368000,368000,450000,368000,368000,368000,301000,301000,301000,301000,368000
"free use ai",390,"growing 73%","+73%",21,"0.51","$0.01",No,"Length: Body (3–4 words) · Seasonality: Evergreen",20,10,20,10,70,90,90,70,110,140,90,90,110,110,110,110,140,140,140,170,170,170,140,140,170,170,140,140,210,260,260,320,260,320,260,260,260,260,260,260,260,390,320,390,480,480,480,390
"exif viewer",14800,"declining -28%","-28%",67,"0.03","$0.00",No,"Length: Head (1–2 words) · Seasonality: Evergreen",22200,22200,27100,22200,22200,22200,22200,27100,27100,22200,27100,22200,27100,22200,27100,27100,22200,22200,22200,22200,22200,22200,18100,18100,18100,18100,18100,18100,18100,22200,18100,18100,18100,18100,18100,18100,18100,18100,18100,18100,14800,18100,14800,18100,18100,14800,12100,12100
"free ai for photos",480,"stable -3%","-3%",16,"0.64","$0.01",No,"Length: Body (3–4 words) · Seasonality: Evergreen",10,10,10,10,50,70,50,70,140,170,170,210,210,210,260,260,320,320,260,260,260,210,210,210,210,210,210,170,260,260,210,260,260,260,260,320,320,480,590,590,590,480,390,480,390,480,390,480
"add gps data to photos",30,"stable 0%","0%",24,"0.03","N/A",No,"Length: Long tail (5+ words) · Seasonality: Evergreen",40,40,40,40,30,70,40,30,50,40,50,70,70,50,50,40,30,50,50,40,40,40,40,50,50,50,40,40,50,50,50,40,40,50,30,40,30,20,20,20,30,20,20,30,40,10,20,40
"get photo",3600,"declining -34%","-34%",57,"0.04","$0.01",No,"Length: Head (1–2 words) · Seasonality: Peaks in October",1900,6600,9900,8100,2900,2400,2400,3600,3600,4400,5400,3600,2400,6600,8100,6600,2900,2900,2900,3600,3600,4400,5400,3600,2400,8100,9900,6600,4400,2400,2400,3600,2900,3600,4400,3600,1900,6600,8100,5400,2900,2400,2400,3600,3600,3600,4400,2900
"add photo into photo",1300,"declining -43%","-43%",42,"0.2","$0.00",No,"Contains: add photo · Length: Body (3–4 words) · Seasonality: Evergreen",1300,1000,1300,1000,1300,1300,1000,1300,1300,1300,1300,1300,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1900,1600,1900,1600,1900,1900,1600,1900,1600,1600,1600,1600,1600,1600,1600,1300,1600,1300,1000,1300,1000,1000,880,880
"photo tag",8100,"growing 33%","+33%",59,"0.1","$0.00",No,"Length: Head (1–2 words) · Seasonality: Evergreen",5400,4400,4400,5400,5400,6600,5400,5400,5400,5400,6600,6600,5400,5400,5400,4400,5400,5400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,3600,3600,4400,5400,4400,14800,14800,9900,8100,6600,8100,8100,5400,5400
"photo apps photo",90,"declining -26%","-26%",31,"0.06","$0.00",No,"Length: Body (3–4 words) · Seasonality: Evergreen",110,140,110,70,110,110,110,140,110,140,140,110,110,140,110,140,140,140,170,140,90,170,140,140,140,140,90,110,90,90,140,90,90,90,110,90,90,140,110,90,90,70,90,90,70,90,90,70
"apply photo",170,"stable -6%","-6%",37,"0","N/A",No,"Length: Head (1–2 words) · Seasonality: Evergreen",210,210,170,140,170,260,170,170,170,170,140,210,210,210,210,140,210,260,170,210,210,210,210,170,170,170,170,170,170,170,140,170,140,140,210,170,170,170,170,140,210,170,170,170,170,170,140,170
"exif tools",90500,"stable 0%","0%",82,"0.01","$0.00",No,"Length: Head (1–2 words) · Seasonality: Peaks in June",33100,33100,40500,33100,33100,33100,33100,40500,49500,40500,673000,201000,135000,90500,90500,135000,90500,110000,110000,110000,90500,90500,74000,74000,74000,74000,74000,74000,74000,74000,74000,90500,74000,90500,74000,90500,90500,90500,90500,90500,90500,90500,90500,110000,110000,90500,90500,90500
"add photo over photo",90,"declining -39%","-39%",28,"0.15","$0.00",No,"Contains: add photo · Length: Body (3–4 words) · Seasonality: Evergreen",140,140,140,140,140,170,90,170,140,170,110,140,170,170,170,170,110,170,140,170,170,140,140,110,140,140,140,110,110,110,110,140,90,110,140,110,110,110,90,110,90,90,90,90,70,70,50,70
"fix photo free",880,"stable 5%","+5%",19,"0.61","$0.01",No,"Length: Body (3–4 words) · Seasonality: Evergreen",320,390,390,390,480,390,320,390,480,590,590,480,590,480,590,480,590,480,590,590,720,720,720,590,590,590,590,590,720,590,590,720,720,880,880,880,880,880,880,880,1000,880,720,880,880,1000,880,880
"photos pro",5400,"declining -20%","-20%",56,"0.1","$0.01",No,"Length: Head (1–2 words) · Seasonality: Evergreen",3600,4400,4400,4400,4400,4400,6600,5400,4400,4400,4400,4400,4400,4400,4400,5400,5400,5400,5400,5400,5400,6600,5400,4400,4400,4400,4400,4400,4400,5400,5400,5400,5400,4400,4400,5400,4400,6600,5400,5400,4400,5400,5400,5400,4400,4400,4400,4400
"photo per photo",10,"declining -25%","-25%",17,"0","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",70,40,70,40,70,40,40,50,40,70,50,70,50,50,40,40,50,50,30,70,50,30,30,50,30,10,10,10,10,20,10,20,10,10,20,10,10,20,10,10,10,10,10,10,10,10,10,10
"add in photo",40,"declining -33%","-33%",25,"0.07","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",10,10,20,10,10,10,10,10,30,50,20,20,10,30,20,20,20,20,10,30,20,10,20,10,30,40,40,30,40,30,30,30,20,30,30,40,30,70,50,50,40,30,40,40,20,40,30,30
"add the photo",9900,"growing 22%","+22%",65,"0.03","$0.00",No,"Length: Body (3–4 words) · Seasonality: Evergreen",5400,4400,5400,6600,6600,8100,6600,8100,8100,8100,6600,8100,8100,6600,6600,6600,6600,6600,6600,6600,5400,6600,6600,6600,8100,8100,8100,6600,8100,8100,6600,8100,6600,6600,6600,8100,8100,9900,8100,8100,8100,9900,8100,8100,8100,9900,9900,12100
"phonto free",50,"growing 31%","+31%",27,"0.06","$0.01",No,"Length: Head (1–2 words) · Seasonality: Evergreen",40,70,50,70,50,70,50,50,50,40,40,50,40,30,40,20,40,30,40,40,20,20,40,40,30,40,30,20,30,30,30,50,30,40,70,40,40,50,40,50,50,30,50,70,50,50,50,70
"add on photo",1300,"growing 123%","+123%",51,"0.02","$0.01",No,"Length: Body (3–4 words) · Seasonality: Evergreen",480,590,590,590,480,480,480,480,590,1000,880,880,720,880,480,480,590,480,390,480,480,480,480,590,590,720,2900,2900,2400,2400,1300,1600,1600,1300,1300,1600,1000,1000,1000,880,1000,1000,1000,1300,1600,1900,2400,2400
"get your photo",210,"growing 102%","+102%",31,"0.2","$0.01",No,"Contains: your photo · Length: Body (3–4 words) · Seasonality: Evergreen",170,170,170,140,110,90,110,140,260,260,260,260,210,170,170,110,110,140,170,140,170,140,110,140,140,110,140,110,140,90,110,140,140,140,140,140,140,140,140,170,170,140,210,210,260,320,320,210
"photo by ai",390,"declining -65%","-65%",29,"0.32","$0.00",No,"Length: Body (3–4 words) · Seasonality: Evergreen",110,140,90,110,480,320,320,480,880,720,590,590,590,480,590,590,720,720,590,590,590,480,480,480,390,480,390,390,320,480,390,390,320,320,260,260,260,720,720,720,480,590,320,260,210,260,170,170
"download your photo",70,"stable 0%","0%",31,"0.01","N/A",No,"Contains: your photo · Length: Body (3–4 words) · Seasonality: Evergreen",90,90,90,90,110,110,70,40,90,70,90,70,70,50,70,70,90,110,50,70,70,70,70,50,90,50,70,50,70,70,50,30,50,50,50,70,50,70,70,70,70,40,40,90,110,70,70,50
"add image",9900,"growing 38%","+38%",65,"0.02","$0.00",No,"Length: Head (1–2 words) · Seasonality: Evergreen",5400,5400,5400,6600,5400,5400,5400,6600,5400,5400,5400,5400,6600,5400,6600,5400,5400,6600,6600,6600,5400,6600,5400,5400,5400,5400,6600,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,8100,8100,9900,9900,9900,8100,9900,8100,9900,9900,9900
"photo upload photo",12100,"stable -18%","-18%",64,"0.06","$0.01",No,"Length: Body (3–4 words) · Seasonality: Evergreen",14800,14800,14800,12100,14800,14800,14800,18100,14800,14800,14800,14800,14800,18100,14800,14800,14800,14800,14800,14800,14800,14800,14800,14800,14800,12100,12100,12100,14800,12100,12100,12100,12100,14800,12100,14800,14800,14800,14800,12100,12100,12100,12100,12100,12100,12100,12100,12100
"photo into jpeg",590,"stable 7%","+7%",41,"0.11","$0.00",No,"Length: Body (3–4 words) · Seasonality: Evergreen",260,320,260,260,260,260,320,390,260,320,320,320,390,390,390,390,320,320,390,390,320,390,390,480,390,320,260,320,390,390,480,480,480,480,590,590,590,590,480,590,480,590,590,480,390,590,590,590
"select photos",2400,"stable 7%","+7%",55,"0.02","$0.03",No,"Length: Head (1–2 words) · Seasonality: Evergreen",1300,1600,1600,1600,1600,1600,1300,1600,1300,1600,1600,1600,1600,1600,1600,1900,1900,1600,1600,1900,1900,2400,1900,1900,1600,1900,1900,1600,1900,1600,1600,1900,1600,1900,1900,1900,2400,1900,2400,2400,2900,2400,1900,2400,2400,2400,2400,2400
"photos into",4400,"stable -7%","-7%",59,"0.03","$0.01",No,"Length: Head (1–2 words) · Seasonality: Evergreen",1900,1600,2400,1900,1900,1900,1900,1900,1900,1900,1900,1900,2400,2400,3600,2900,4400,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,2900,2900,2900,2900,3600,3600,2900,3600,3600,4400,5400,4400,3600,4400,4400,4400,4400,4400,4400,4400,4400
"upload photo ai",390,"declining -61%","-61%",24,"0.44","$0.01",No,"Length: Body (3–4 words) · Seasonality: Evergreen",10,30,30,30,140,90,90,110,170,170,170,170,170,210,260,320,320,260,260,260,320,320,260,210,260,320,320,390,320,390,320,390,480,390,390,390,320,720,590,590,390,390,320,320,260,260,170,210
"gps tagging photos",33100,"growing 24%","+24%",58,"0.23","$0.00",No,"Length: Body (3–4 words) · Seasonality: Evergreen",9900,9900,8100,9900,9900,14800,12100,12100,9900,9900,9900,9900,14800,14800,14800,12100,12100,18100,14800,14800,14800,14800,18100,22200,18100,22200,22200,18100,18100,22200,22200,27100,33100,27100,33100,33100,27100,33100,27100,27100,27100,33100,27100,27100,27100,27100,40500,40500
"multiple photos",1600,"growing 76%","+76%",42,"0.21","$0.01",No,"Contains: multiple photos · Length: Head (1–2 words) · Seasonality: Evergreen",1600,1300,1300,1600,1300,1300,1000,1300,1300,1300,1300,1300,1300,1300,1300,1300,1600,1600,1600,1300,1300,1600,1300,1600,1300,1300,1300,1600,1600,1300,1300,1300,1300,1300,1300,1300,1600,1300,1300,1300,1300,1300,1300,1300,1300,1600,2900,2900
"geotag photos 2",50,"declining -27%","-27%",28,"0.01","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",40,30,30,20,30,50,40,40,30,40,30,40,40,30,30,40,40,30,50,50,50,70,40,50,70,70,70,40,40,50,50,50,40,70,70,50,50,50,50,40,50,50,50,70,70,50,30,30
"ai free photos",1000,"stable -6%","-6%",35,"0.31","$0.00",No,"Length: Body (3–4 words) · Seasonality: Evergreen",40,30,40,40,210,140,170,210,260,320,320,480,480,590,720,720,720,720,720,720,720,720,590,480,590,720,720,720,720,720,590,880,720,590,590,590,480,1000,1600,1300,1600,1000,880,880,880,880,1000,1000
"photo details",1300,"stable -19%","-19%",51,"0.02","$0.00",No,"Length: Head (1–2 words) · Seasonality: Evergreen",2400,2400,2900,2400,2900,2900,2400,2900,2900,2900,2400,2900,2400,2400,2900,2400,2400,2900,2400,2400,2400,2400,1900,2400,1900,1900,1900,1600,1900,1900,1600,1600,1600,1600,1900,1600,1600,1600,1600,1600,1300,1300,1300,1300,1300,1300,1300,1300
"free watermark photos",1600,"stable -13%","-13%",42,"0.22","$0.00",No,"Length: Body (3–4 words) · Seasonality: Evergreen",1900,1900,1900,1900,1600,1900,1600,1900,1600,1900,1900,1600,1600,1900,1900,1900,1900,2900,2400,2400,2400,1900,2400,1900,1900,1900,1900,1600,1600,1900,1600,2400,1900,2400,1900,1900,1600,1600,1600,1300,1300,1600,1300,1600,1600,1600,1300,1300
"2 photo",2900,"growing 21%","+21%",57,"0.01","$0.00",No,"Length: Head (1–2 words) · Seasonality: Evergreen",2900,2900,2400,1900,2400,2400,1900,2400,1900,2400,1900,1900,1900,1600,1900,1900,2400,1900,1900,1900,1600,1600,1600,1600,1600,1600,1600,1600,1900,1900,1600,1600,1900,1900,1900,2400,1900,2400,2900,2400,2900,2900,2400,2400,2900,2900,2900,2900
"free ai image tools",880,"stable 13%","+13%",24,"0.52","$0.01",No,"Contains: free ai image · Length: Body (3–4 words) · Seasonality: Evergreen",20,20,30,40,90,140,110,210,390,590,480,590,590,590,590,720,720,880,720,720,590,720,590,590,590,590,590,590,590,880,720,880,880,720,720,720,590,720,880,720,720,880,720,880,880,880,880,720
"free image tools",260,"growing 42%","+42%",34,"0.16","$0.01",No,"Length: Body (3–4 words) · Seasonality: Evergreen",140,140,170,170,170,210,210,210,210,170,170,260,210,210,260,210,210,260,210,210,260,320,260,210,210,260,260,260,210,260,210,260,210,210,210,260,170,210,260,210,170,210,170,260,260,390,260,260
"image exif location",20,"declining -57%","-57%",22,"0","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",40,30,30,20,30,20,20,30,30,20,20,20,20,20,10,20,10,20,30,30,30,30,20,10,20,20,30,10,10,30,40,20,20,30,40,30,30,20,20,20,10,10,10,10,20,10,10,10
"geo tag image",2400,"growing 26%","+26%",55,"0.02","$0.00",No,"Length: Body (3–4 words) · Seasonality: Evergreen",1300,1000,880,880,720,1300,880,1000,880,1000,880,880,1000,1000,880,880,1000,1600,1300,1000,1000,1300,1000,1600,1300,1300,1300,1300,1000,1900,1300,1600,2400,1900,1900,2400,1900,1900,1900,1900,1900,2900,1900,2400,2400,1900,2400,2900
"location metadata photo",10,"declining -63%","-63%",16,"0.05","N/A",No,"Length: Body (3–4 words) · Seasonality: Peaks in August",20,10,20,10,20,10,10,10,10,10,10,10,10,50,30,10,20,20,20,20,20,30,20,30,1000,20,30,30,20,20,30,20,20,50,40,40,10,20,50,20,10,10,10,10,10,10,10,10
