Keyword,Volume,Trend,Growth %,SEO Score,Competition,Avg CPC,Branded,Topics,Aug 2022,Sep 2022,Oct 2022,Nov 2022,Dec 2022,Jan 2023,Feb 2023,Mar 2023,Apr 2023,May 2023,Jun 2023,Jul 2023,Aug 2023,Sep 2023,Oct 2023,Nov 2023,Dec 2023,Jan 2024,Feb 2024,Mar 2024,Apr 2024,May 2024,Jun 2024,Jul 2024,Aug 2024,Sep 2024,Oct 2024,Nov 2024,Dec 2024,Jan 2025,Feb 2025,Mar 2025,Apr 2025,May 2025,Jun 2025,Jul 2025,Aug 2025,Sep 2025,Oct 2025,Nov 2025,Dec 2025,Jan 2026,Feb 2026,Mar 2026,Apr 2026,May 2026,Jun 2026,Jul 2026
"search for an image from a photo",40,"growing 58%","+58%",22,"0.17","$0.92",No,"Contains: search for · Contains: a photo · Contains: from a photo · Length: Long tail (5+ words) · Seasonality: Peaks in May",70,90,140,110,90,40,40,40,70,90,40,50,40,50,40,50,40,70,170,320,480,590,390,320,320,170,70,30,30,40,20,30,50,30,30,70,50,30,40,20,10,10,10,30,50,50,70,70
"photos information",1600,"stable -6%","-6%",53,"0.01","$0.11",No,"Length: Head (1–2 words) · Seasonality: Evergreen",2400,2400,2400,2400,2400,2900,2400,2400,2400,2400,1900,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,1900,1900,1900,1900,1900,1900,1600,2400,1600,1900,1900,1900,1600,1600,1600,1900,1600,1600,1600,1600,1300,1600,1600,1600,1600,1600
"search online image",50,"stable -12%","-12%",28,"0.02","N/A",No,"Contains: search online · Length: Body (3–4 words) · Seasonality: Evergreen",40,40,50,50,50,70,50,50,50,70,50,90,50,50,70,70,50,50,70,50,50,70,70,50,70,70,50,70,70,40,50,70,70,50,70,50,50,70,50,50,40,40,50,50,30,50,50,50
"search images by location",20,"declining -33%","-33%",22,"0","N/A",No,"Contains: search images · Length: Body (3–4 words) · Seasonality: Evergreen",70,40,30,40,40,40,30,40,30,50,40,50,30,30,40,40,20,40,40,50,40,40,30,40,40,20,20,10,30,30,30,30,40,30,30,30,10,20,30,20,20,10,10,10,10,10,20,10
"search online with photo",30,"declining -50%","-50%",19,"0.22","$1.79",No,"Contains: search online · Contains: with photo · Length: Body (3–4 words) · Seasonality: Evergreen",30,30,30,20,40,30,20,20,30,40,30,30,20,30,20,40,20,20,30,20,50,40,50,40,30,30,50,50,70,110,50,40,70,70,70,50,50,20,50,40,20,20,20,10,30,20,20,20
"find on photo",20,"declining -43%","-43%",21,"0.03","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",20,30,10,30,20,20,20,10,20,30,30,40,30,30,30,30,30,20,20,40,20,20,40,30,40,30,30,30,30,30,20,20,30,30,20,30,20,30,20,10,10,10,20,20,10,20,10,10
"search online by photo",10,"stable 0%","0%",15,"0.14","N/A",No,"Contains: search online · Contains: by photo · Length: Body (3–4 words) · Seasonality: Evergreen",10,10,20,20,20,20,10,40,10,20,10,10,30,20,20,10,10,10,30,20,20,20,20,10,10,20,20,20,30,20,20,20,20,20,20,10,10,10,10,10,10,10,10,10,10,10,10,10
"search on a photo",10,"declining -40%","-40%",13,"0.24","$1.60",No,"Contains: a photo · Length: Body (3–4 words) · Seasonality: Evergreen",10,10,10,20,10,10,10,10,20,20,10,10,30,10,10,10,10,20,10,10,20,20,20,40,20,10,20,10,20,10,10,30,10,10,20,10,20,10,20,10,20,10,20,10,10,10,10,10
"search by location",720,"declining -34%","-34%",47,"0.01","$0.23",No,"Contains: search by · Length: Body (3–4 words) · Seasonality: Evergreen",320,320,320,320,320,390,320,480,390,390,480,480,480,480,590,590,590,720,720,880,720,880,590,720,1000,590,590,590,590,720,1000,1300,1000,880,880,720,880,1300,720,590,720,720,480,480,590,720,720,480
"photo with image",20,"stable 14%","+14%",14,"0.35","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",30,40,30,20,30,20,30,20,20,20,30,30,20,30,10,30,20,30,20,20,30,30,20,30,40,20,30,20,20,30,30,40,20,20,20,20,30,20,20,20,30,10,20,20,20,30,30,20
"search this location",90,"growing 62%","+62%",32,"0.01","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",50,30,50,30,30,30,10,30,50,20,30,30,40,20,40,30,50,40,50,70,50,50,40,50,70,50,70,50,70,70,50,50,90,70,70,70,70,70,70,50,50,70,90,90,110,140,110,90
"search to photo",40,"stable -8%","-8%",26,"0.05","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",50,50,50,50,40,50,50,50,40,40,50,50,50,40,50,40,70,70,50,50,40,50,50,50,50,50,30,50,50,70,40,50,70,50,50,70,40,40,50,50,50,40,40,50,50,30,40,50
"search for image from photo",40,"growing 175%","+175%",24,"0.09","N/A",No,"Contains: search for · Contains: from photo · Contains: for image · Contains: image from photo · Contains: search for image · Length: Long tail (5+ words) · Seasonality: Evergreen",10,10,20,20,10,20,20,30,40,70,70,90,90,110,20,90,90,110,110,70,40,20,50,50,10,50,30,20,50,20,30,30,20,30,10,40,10,10,20,20,30,40,50,50,70,70,10,30
"search from location",720,"declining -34%","-34%",47,"0.01","$0.23",No,"Length: Body (3–4 words) · Seasonality: Evergreen",320,320,320,320,320,390,320,480,390,390,480,480,480,480,590,590,590,720,720,880,720,880,590,720,1000,590,590,590,590,720,1000,1300,1000,880,880,720,880,1300,720,590,720,720,480,480,590,720,720,480
"search location from image",30,"stable 0%","0%",25,"0","N/A",No,"Contains: search location · Length: Body (3–4 words) · Seasonality: Evergreen",50,40,70,30,70,50,40,70,90,90,70,90,70,70,50,50,70,50,50,70,70,70,110,70,70,50,40,40,40,40,40,50,40,30,40,40,30,30,40,30,30,30,40,30,40,30,30,40
"photo of search engine",30,"stable 0%","0%",25,"0","N/A",No,"Contains: search engine · Length: Body (3–4 words) · Seasonality: Peaks in January",10,30,30,50,70,70,30,10,10,30,30,40,20,20,40,40,30,50,40,20,10,30,70,30,30,40,50,40,40,90,90,40,20,30,40,30,30,20,20,30,30,30,20,30,20,20,30,20
"locate photo online",70,"stable 5%","+5%",23,"0.24","$0.08",No,"Contains: photo online · Length: Body (3–4 words) · Seasonality: Evergreen",50,50,40,40,50,50,40,70,40,40,50,50,50,50,50,30,50,40,40,50,50,30,40,70,70,70,50,40,50,50,50,50,70,50,90,110,90,70,40,70,70,90,70,90,50,70,70,70
"image search by location",10,"declining -25%","-25%",17,"0","N/A",No,"Contains: image search · Contains: search by · Length: Body (3–4 words) · Seasonality: Evergreen",30,40,30,20,10,10,10,10,20,30,20,40,20,30,20,20,20,20,10,20,20,10,20,20,20,10,20,20,20,10,20,10,10,10,10,30,10,10,20,10,10,10,10,10,10,10,10,10
"search in location",10,"stable 0%","0%",15,"0.16","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"find the photo online",30,"growing 37%","+37%",24,"0.03","N/A",No,"Contains: photo online · Length: Body (3–4 words) · Seasonality: Evergreen",40,50,30,30,30,50,40,40,40,50,70,110,110,90,30,50,50,50,50,50,50,50,50,70,50,50,50,70,70,40,50,70,70,70,70,50,40,20,20,20,20,30,10,30,20,30,30,50
"photo to find",2400,"growing 31%","+31%",55,"0.02","$0.68",No,"Length: Body (3–4 words) · Seasonality: Evergreen",2400,2400,2400,2400,2400,2900,2400,2900,2900,2900,2900,2900,2900,2400,2900,2400,2400,2400,2400,2400,2400,2900,2900,2900,2400,2900,2900,2400,2900,2900,2400,2400,2400,2900,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2900,2900,3600
"photo with search",10,"declining -25%","-25%",17,"0.02","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",20,20,30,20,20,20,20,20,30,30,20,30,40,30,30,10,20,20,20,20,20,20,30,30,30,20,10,20,20,20,30,20,20,20,10,10,10,20,10,10,20,20,10,10,10,10,10,10
"online search by photo",10,"stable 0%","0%",13,"0.23","N/A",No,"Contains: by photo · Contains: online search · Contains: search by · Length: Body (3–4 words) · Seasonality: Evergreen",30,10,10,10,20,10,10,10,10,10,10,10,10,30,20,20,10,10,10,20,10,20,10,20,10,10,10,30,20,20,10,30,20,20,10,10,10,10,10,10,10,20,10,10,10,10,10,10
"photo and search",135000,"stable -18%","-18%",82,"0.04","$0.98",No,"Length: Body (3–4 words) · Seasonality: Evergreen",165000,165000,165000,165000,165000,165000,135000,165000,165000,201000,201000,201000,201000,165000,165000,165000,165000,165000,165000,165000,165000,201000,201000,201000,201000,165000,165000,165000,165000,165000,165000,165000,165000,165000,165000,165000,165000,165000,165000,165000,135000,165000,135000,135000,135000,135000,135000,135000
"photo seo",8100,"declining -39%","-39%",64,"0.02","$5.54",No,"Length: Head (1–2 words) · Seasonality: Evergreen",8100,9900,8100,9900,8100,9900,9900,12100,9900,12100,9900,9900,9900,12100,12100,9900,9900,9900,12100,12100,9900,12100,9900,12100,12100,12100,12100,12100,12100,12100,14800,14800,18100,14800,9900,9900,8100,12100,6600,5400,5400,12100,8100,9900,6600,6600,4400,5400
"search for a location",2900,"stable 8%","+8%",53,"0.08","$0.35",No,"Contains: search for · Length: Body (3–4 words) · Seasonality: Evergreen",2900,2900,2900,2900,2900,3600,2900,3600,3600,3600,3600,3600,3600,3600,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,3600,2900,2900,2900,3600,3600,3600,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,3600,2900,2900
"all photos search",40,"stable 9%","+9%",27,"0","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",50,50,40,40,50,30,50,50,40,110,40,50,70,50,70,30,90,50,50,70,50,70,70,70,90,70,70,50,70,70,50,70,40,50,30,40,30,40,40,30,40,50,40,50,30,30,50,40
"search tool image",20,"stable 0%","0%",22,"0.02","N/A",No,"Contains: search tool · Length: Body (3–4 words) · Seasonality: Peaks in February",30,20,30,40,40,50,40,30,20,30,40,30,30,50,40,40,40,40,70,50,30,40,20,30,30,50,50,30,40,40,50,40,20,30,20,20,20,20,20,30,30,30,40,30,20,30,10,20
"photo search on web",10,"declining -25%","-25%",14,"0.19","N/A",No,"Contains: photo search · Length: Body (3–4 words) · Seasonality: Evergreen",10,20,10,10,10,10,10,10,10,20,20,10,20,20,10,10,30,20,20,20,20,10,20,20,10,10,10,30,10,20,20,20,20,10,10,10,20,10,10,10,10,10,10,10,10,10,10,10
"photo to search online",10,"stable 0%","0%",17,"0","N/A",No,"Contains: search online · Length: Body (3–4 words) · Seasonality: Evergreen",10,20,10,10,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"search location by image",1600,"declining -29%","-29%",52,"0.02","$0.49",No,"Contains: search location · Contains: by image · Length: Body (3–4 words) · Seasonality: Evergreen",1300,1000,1000,1000,1300,1000,1000,1300,1300,1600,1600,1900,1600,1300,1600,1300,1300,1600,1300,1600,1600,1900,1900,2400,2400,1600,1900,1600,1600,1900,1900,1900,1900,2400,1900,2400,2400,1900,1600,1300,2900,1600,1300,2400,1600,1600,1300,1300
"tool search",5400,"stable -13%","-13%",57,"0.09","$3.36",No,"Length: Head (1–2 words) · Seasonality: Evergreen",5400,5400,5400,6600,5400,6600,6600,6600,6600,6600,5400,5400,5400,6600,6600,6600,6600,6600,6600,8100,6600,6600,6600,6600,5400,5400,6600,5400,5400,5400,5400,6600,6600,6600,5400,5400,5400,6600,6600,5400,5400,6600,5400,6600,5400,5400,5400,5400
"search for location by image",50,"declining -36%","-36%",28,"0.02","N/A",No,"Contains: search for · Contains: by image · Length: Long tail (5+ words) · Seasonality: Evergreen",30,30,30,30,20,40,30,30,50,50,70,50,50,30,50,50,50,50,70,50,40,30,30,50,70,50,50,50,70,50,50,70,70,70,40,50,40,50,50,40,50,40,110,90,90,30,30,30
"search a location by photo",20,"declining -33%","-33%",22,"0","N/A",No,"Contains: by photo · Length: Long tail (5+ words) · Seasonality: Evergreen",30,20,20,20,20,30,30,40,30,30,40,30,30,40,30,30,40,40,40,30,50,50,50,40,50,40,40,20,30,40,20,30,40,50,40,40,30,20,10,10,20,10,20,30,20,10,20,10
"find it images",50,"stable -15%","-15%",28,"0.02","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",40,40,50,40,70,70,50,50,50,40,50,40,70,50,50,70,50,50,40,70,40,50,40,40,50,40,30,50,70,70,40,50,40,70,50,30,40,40,50,90,50,40,70,30,70,40,40,30
"search online with image",10,"stable 0%","0%",17,"0.04","N/A",No,"Contains: search online · Length: Body (3–4 words) · Seasonality: Evergreen",10,10,10,10,20,10,10,10,10,10,20,20,10,10,20,10,10,10,20,10,10,10,10,10,10,10,20,10,20,10,20,10,20,20,10,10,10,10,10,10,10,10,20,20,10,10,10,10
"search photo by photo",135000,"stable -18%","-18%",82,"0.04","$0.98",No,"Contains: by photo · Contains: search photo · Length: Body (3–4 words) · Seasonality: Evergreen",165000,165000,165000,165000,165000,165000,135000,165000,165000,201000,201000,201000,201000,165000,165000,165000,165000,165000,165000,165000,165000,201000,201000,201000,201000,165000,165000,165000,165000,165000,165000,165000,165000,165000,165000,165000,165000,165000,165000,165000,135000,165000,135000,135000,135000,135000,135000,135000
"search online for image",20,"stable 0%","0%",22,"0","N/A",No,"Contains: search online · Contains: for image · Length: Body (3–4 words) · Seasonality: Evergreen",10,20,20,10,10,20,10,20,20,10,20,30,20,30,20,20,20,20,20,20,30,20,20,30,10,30,20,20,30,40,10,30,20,30,20,20,20,20,10,30,20,30,10,10,20,20,20,10
"find from a photo",30,"growing 43%","+43%",19,"0.23","$0.94",No,"Contains: a photo · Contains: from a photo · Length: Body (3–4 words) · Seasonality: Evergreen",20,10,10,10,10,20,20,20,10,10,20,20,30,40,40,30,40,30,40,30,20,50,30,30,40,40,30,50,40,40,40,40,40,20,40,30,20,30,20,20,30,40,30,20,30,40,30,30
"search ke photo",10,"growing 67%","+67%",17,"0","N/A",No,"Length: Body (3–4 words) · Seasonality: Peaks in September",70,90,30,10,20,20,10,10,20,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,20,20,10,10,20,10,10,10,10,10,10,10,10,10,10,10,10,20,10,20,20,10
"search engine search engine",301000,"stable -6%","-6%",88,"0.04","$1.46",No,"Contains: search engine · Length: Body (3–4 words) · Seasonality: Evergreen",301000,301000,301000,368000,301000,368000,301000,368000,301000,301000,301000,301000,301000,368000,368000,368000,301000,368000,301000,301000,301000,368000,301000,301000,301000,301000,301000,301000,673000,823000,301000,301000,301000,301000,301000,301000,246000,301000,301000,301000,246000,301000,246000,301000,246000,301000,246000,246000
"image search tool",720,"declining -26%","-26%",44,"0.07","$0.80",No,"Contains: image search · Contains: search tool · Length: Body (3–4 words) · Seasonality: Peaks in January",590,590,590,590,590,590,590,590,590,720,720,590,590,590,720,720,720,880,880,880,880,720,880,880,880,880,880,880,2900,3600,1000,1000,880,1000,1000,1000,880,880,1000,880,720,720,590,720,720,720,590,720
"find any photo online",20,"growing 20%","+20%",20,"0.08","N/A",No,"Contains: photo online · Length: Body (3–4 words) · Seasonality: Peaks in April",40,20,10,10,10,20,20,30,70,20,30,50,40,50,30,20,50,20,40,20,20,20,20,20,20,20,30,50,30,20,20,10,30,10,10,10,20,10,20,20,20,20,30,20,40,30,20,10
"find photos by image",210,"stable -19%","-19%",34,"0.13","$0.59",No,"Contains: by image · Length: Body (3–4 words) · Seasonality: Evergreen",210,140,170,260,210,260,260,210,320,390,390,480,390,260,260,210,170,170,210,210,260,260,260,260,260,210,210,170,140,170,110,110,140,140,140,170,170,210,260,210,210,210,140,140,170,140,170,210
"search online by image",1600,"declining -32%","-32%",50,"0.06","$0.77",No,"Contains: search online · Contains: by image · Length: Body (3–4 words) · Seasonality: Evergreen",1600,1600,1900,1900,1600,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,2400,2400,1900,1900,1900,1900,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,1900,1900,1900,1900,1900,1900,1900,1300,1600,1600,1300,1300,1300
"find photo with photo",2400,"growing 31%","+31%",55,"0.02","$0.68",No,"Contains: with photo · Contains: find photo · Length: Body (3–4 words) · Seasonality: Evergreen",2400,2400,2400,2400,2400,2900,2400,2900,2900,2900,2900,2900,2900,2400,2900,2400,2400,2400,2400,2400,2400,2900,2900,2900,2400,2900,2900,2400,2900,2900,2400,2400,2400,2900,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2900,2900,3600
"find photo on web",170,"stable -14%","-14%",35,"0.05","$3.20",No,"Contains: find photo · Length: Body (3–4 words) · Seasonality: Evergreen",210,210,210,260,260,210,260,260,260,260,320,260,260,260,320,320,320,320,260,390,260,320,320,320,260,320,260,260,260,320,260,260,320,320,320,210,170,210,210,170,170,170,170,170,140,170,170,170
"find photo from photo",8100,"stable 14%","+14%",62,"0.05","$0.69",No,"Contains: from photo · Contains: find photo · Length: Body (3–4 words) · Seasonality: Evergreen",9900,8100,8100,8100,8100,9900,8100,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,8100,8100,8100,8100,9900,8100,8100,8100,9900,9900,9900
"photo se search",20,"declining -22%","-22%",22,"0.01","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",20,30,30,20,30,20,20,20,30,50,20,20,20,20,10,20,30,30,30,40,20,30,30,20,20,20,30,30,40,30,20,20,20,20,10,20,30,20,40,30,20,20,20,20,20,30,20,20
"image search engine online",30,"declining -57%","-57%",24,"0.02","N/A",No,"Contains: search engine · Contains: image search · Contains: image search engine · Contains: search engine online · Length: Body (3–4 words) · Seasonality: Evergreen",70,90,70,70,70,70,70,90,90,110,70,70,110,70,140,140,140,210,210,170,170,170,90,90,70,50,40,70,50,70,90,110,90,50,30,50,50,40,50,50,20,20,10,30,20,20,20,20
"online search tool",260,"declining -66%","-66%",37,"0.09","$3.28",No,"Contains: online search · Contains: search tool · Length: Body (3–4 words) · Seasonality: Evergreen",110,110,110,70,50,90,110,70,90,140,90,70,90,90,90,90,70,90,70,70,90,90,90,70,70,50,50,90,260,210,90,110,210,390,480,480,390,390,320,260,260,320,210,260,320,140,90,140
"photo search with photo",135000,"stable -18%","-18%",82,"0.04","$0.98",No,"Contains: photo search · Contains: with photo · Contains: search with · Contains: search with photo · Length: Body (3–4 words) · Seasonality: Evergreen",165000,165000,165000,165000,165000,165000,135000,165000,165000,201000,201000,201000,201000,165000,165000,165000,165000,165000,165000,165000,165000,201000,201000,201000,201000,165000,165000,165000,165000,165000,165000,165000,165000,165000,165000,165000,165000,165000,165000,165000,135000,165000,135000,135000,135000,135000,135000,135000
"online search images",170,"stable -13%","-13%",33,"0.11","$0.24",No,"Contains: online search · Contains: search images · Length: Body (3–4 words) · Seasonality: Evergreen",260,210,260,170,170,210,170,170,170,140,170,210,170,140,260,170,140,170,140,170,170,210,170,170,210,170,170,140,170,170,170,170,210,170,170,170,210,170,140,140,170,170,110,140,110,140,140,170
"search image from photo",320,"growing 146%","+146%",36,"0.14","$0.76",No,"Contains: from photo · Contains: search image · Contains: image from photo · Length: Body (3–4 words) · Seasonality: Evergreen",90,110,90,90,110,110,110,140,140,170,170,170,170,140,110,90,110,110,110,140,110,90,170,170,90,110,90,110,110,90,90,110,110,90,140,140,110,140,140,260,320,390,390,480,320,320,320,320
"search image with photo",30,"declining -36%","-36%",24,"0.05","N/A",No,"Contains: with photo · Contains: search image · Length: Body (3–4 words) · Seasonality: Evergreen",140,170,170,170,170,140,90,110,170,170,110,140,70,90,110,110,90,170,110,170,110,70,140,90,50,70,70,40,40,30,50,50,50,40,40,40,40,30,40,40,30,30,30,20,30,20,20,30
"find images on web",480,"growing 30%","+30%",43,"0.03","$0.77",No,"Length: Body (3–4 words) · Seasonality: Evergreen",480,390,480,390,390,320,390,480,480,480,590,590,480,480,480,480,390,480,390,390,390,390,390,390,390,390,390,390,320,390,390,480,590,480,390,390,390,590,480,390,390,480,480,480,590,590,590,720
"to find location",50,"stable -7%","-7%",25,"0.13","$0.14",No,"Length: Body (3–4 words) · Seasonality: Evergreen",20,30,30,20,30,30,40,30,20,30,30,30,20,40,40,40,20,40,40,40,40,30,50,30,40,30,30,40,30,40,40,70,50,30,40,40,50,50,50,70,50,50,50,40,40,50,50,40
"search the web for a photo",20,"stable -13%","-13%",18,"0.18","$1.31",No,"Contains: a photo · Length: Long tail (5+ words) · Seasonality: Evergreen",10,10,10,10,10,20,10,10,10,20,10,10,20,10,10,10,20,20,10,10,10,20,20,20,20,20,20,20,20,10,20,20,30,30,20,20,30,30,20,10,10,10,10,10,10,20,20,30
"find in the image",10,"declining -40%","-40%",17,"0","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",20,30,20,20,30,20,10,40,30,40,50,40,30,20,30,40,30,20,30,20,50,30,10,30,20,10,30,20,30,40,20,40,40,30,20,20,10,20,20,20,10,10,20,20,10,10,10,10
"search engine search",301000,"stable -6%","-6%",88,"0.04","$1.46",No,"Contains: search engine · Length: Body (3–4 words) · Seasonality: Evergreen",301000,301000,301000,368000,301000,368000,301000,368000,301000,301000,301000,301000,301000,368000,368000,368000,301000,368000,301000,301000,301000,368000,301000,301000,301000,301000,301000,301000,673000,823000,301000,301000,301000,301000,301000,301000,246000,301000,301000,301000,246000,301000,246000,301000,246000,301000,246000,246000
"search pics online",880,"declining -30%","-30%",44,"0.1","$0.96",No,"Length: Body (3–4 words) · Seasonality: Evergreen",1000,1300,1000,1000,1000,1300,1000,1300,1300,1600,1600,1600,1600,1600,1600,1600,1600,1600,1300,1300,1600,1600,1600,1900,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1000,1600,1300,1000,1000,1000,880,880,720,720,720,720,720,880
"photograph search",1600,"stable -11%","-11%",52,"0.03","$0.97",No,"Length: Head (1–2 words) · Seasonality: Evergreen",3600,3600,3600,3600,3600,3600,2900,3600,3600,3600,3600,3600,3600,2900,3600,2900,2400,1900,1900,2400,1900,2400,2400,2900,2400,1900,2400,2400,2400,2400,1900,2400,1900,2400,2400,2400,1900,1900,1900,1900,1600,1900,1600,1900,1600,1900,1600,1600
"detect photos",170,"stable 7%","+7%",35,"0.06","$0.14",No,"Length: Head (1–2 words) · Seasonality: Evergreen",140,140,140,170,110,90,110,170,170,170,170,170,170,170,210,210,170,170,170,210,210,210,170,210,170,170,210,170,170,170,170,210,210,260,210,210,210,170,170,170,170,140,170,170,170,210,210,170
"find and image",49500,"stable 7%","+7%",77,"0.02","$0.88",No,"Length: Body (3–4 words) · Seasonality: Evergreen",40500,40500,40500,40500,40500,40500,40500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,40500,49500,49500,49500,49500,60500
"find for image",20,"declining -33%","-33%",19,"0.16","N/A",No,"Contains: for image · Length: Body (3–4 words) · Seasonality: Evergreen",20,20,20,20,10,30,30,20,30,30,30,30,20,20,30,20,30,10,20,20,20,10,20,20,20,30,20,20,20,20,20,20,20,20,30,20,20,30,10,20,10,30,20,10,10,10,20,10
"image search from a photo",20,"stable -14%","-14%",19,"0.14","$0.91",No,"Contains: image search · Contains: a photo · Contains: from a photo · Length: Long tail (5+ words) · Seasonality: Evergreen",20,10,20,20,10,20,20,20,30,20,40,20,20,30,20,20,20,30,30,40,40,50,30,30,20,30,20,10,30,30,20,30,20,30,20,20,20,30,20,20,20,20,20,20,20,10,20,30
"search engine ranker",1900,"declining -48%","-48%",52,"0.04","$5.83",No,"Contains: search engine · Length: Body (3–4 words) · Seasonality: Evergreen",5400,4400,6600,8100,6600,6600,8100,8100,6600,6600,6600,5400,5400,6600,8100,9900,8100,8100,6600,6600,8100,8100,6600,6600,6600,4400,4400,4400,4400,5400,6600,9900,9900,6600,2900,2400,2400,4400,1900,1600,1300,1600,2400,4400,1900,1600,1300,1600
"find image photo",10,"growing 33%","+33%",17,"0.01","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",20,10,10,10,10,10,20,10,10,10,10,10,10,20,10,10,10,20,10,10,20,10,10,10,10,10,20,10,10,10,20,20,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,10
"photo search who is this",260,"stable -13%","-13%",34,"0.15","$0.83",No,"Contains: photo search · Contains: search who is · Length: Long tail (5+ words) · Seasonality: Evergreen",110,90,70,90,90,110,110,110,90,140,170,90,90,90,140,140,210,170,110,110,90,140,90,90,110,90,90,140,210,260,210,210,260,260,320,320,260,260,260,210,260,260,210,210,210,260,210,210
"geo search engine",170,"declining -34%","-34%",22,"0.42","$5.47",No,"Contains: search engine · Length: Body (3–4 words) · Seasonality: Evergreen",30,20,20,20,20,20,20,30,10,20,10,10,10,50,20,40,10,30,30,50,30,40,30,20,40,30,30,40,40,50,70,70,90,140,210,210,260,210,210,170,140,210,210,170,170,140,170,140
"photo by search",20,"declining -33%","-33%",21,"0.03","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",30,20,40,40,40,30,10,30,40,50,50,30,30,20,20,20,30,20,30,30,30,20,40,40,40,30,30,30,30,30,30,20,30,30,30,30,20,20,20,10,20,10,10,10,10,10,10,20
"search by image location",880,"stable -16%","-16%",48,"0.02","$0.62",No,"Contains: by image · Contains: search by · Length: Body (3–4 words) · Seasonality: Evergreen",720,590,590,590,590,720,590,720,720,880,880,880,880,880,880,880,880,880,880,1000,1000,1000,1000,1300,1300,1000,1000,1000,1000,1000,1000,1300,1300,1300,1000,1000,1000,880,880,880,880,880,720,880,720,880,720,720
"search for online",2900,"stable 9%","+9%",57,"0.02","$1.69",No,"Contains: search for · Length: Body (3–4 words) · Seasonality: Evergreen",1600,1600,1600,1900,1600,1900,1900,2400,1900,1900,1600,1600,1900,1900,1900,2400,1900,1900,1900,2400,1900,2400,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,2400,2400,2400,2400,2900,2900,2400,2900,3600,2400,2400,1900,2400,2900,3600
"search with image online",70,"declining -30%","-30%",30,"0.03","N/A",No,"Contains: image online · Contains: search with · Length: Body (3–4 words) · Seasonality: Evergreen",70,70,70,50,70,90,70,90,70,70,90,110,90,90,90,90,90,90,70,90,90,110,90,90,110,110,110,140,140,140,90,90,90,70,70,70,70,90,70,70,70,70,50,90,40,40,70,50
"find pics online",12100,"stable -18%","-18%",63,"0.08","$0.99",No,"Length: Body (3–4 words) · Seasonality: Evergreen",9900,9900,9900,9900,9900,12100,9900,12100,12100,12100,12100,14800,12100,12100,14800,14800,14800,14800,14800,14800,14800,14800,14800,14800,14800,14800,14800,14800,14800,18100,14800,14800,14800,14800,14800,14800,14800,14800,14800,12100,12100,14800,12100,12100,12100,12100,12100,12100
"search web for",170,"declining -66%","-66%",37,"0","N/A",No,"Contains: search web · Length: Body (3–4 words) · Seasonality: Peaks in August",140,140,140,140,170,140,140,170,140,170,260,90,90,260,110,170,140,110,140,110,110,140,70,90,110,90,70,90,90,110,70,110,110,140,110,90,480,210,170,90,90,170,170,110,110,110,110,70
"improve search",140,"declining -81%","-81%",34,"0.04","N/A",No,"Length: Head (1–2 words) · Seasonality: Peaks in October",110,50,110,90,50,50,50,70,50,70,70,70,90,90,90,70,70,90,50,90,70,70,50,70,50,140,110,70,140,70,50,50,90,110,70,40,90,170,260,260,210,210,90,140,40,40,30,30
